nameWithOwner,stargazerCount,stars_log10,classes_n,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
apache/zookeeper,12743,4.1052716831067935,1763.0,5.615995462280204,3.0,7.072553660638622,1.946114577424844,1.0,2.93612291215976,37.05955757231991,0.0,389.3294701046559
google/guice,12733,4.104930739077741,3886.0,3.453679876479671,2.0,5.324989347552595,1.3041688111168297,1.0,1.2504282370966662,8.462171899125064,0.0,77.8651474932725
microg/GmsCore,12717,4.104384671287884,1970.0,5.965482233502538,5.0,4.968445519943957,1.713705583756345,2.0,0.8799239166861021,14.0253807106599,0.0,67.55998681669234
facebook/stetho,12701,4.1038379160256095,588.0,4.379251700680272,3.0,5.372405181003453,1.423469387755102,1.0,1.2488878339904,7.496598639455782,0.0,31.24805937953342
Netflix/eureka,12698,4.103735322738333,747.0,5.676037483266399,4.0,6.223022320185003,1.2610441767068272,1.0,0.6751986953531979,18.613119143239626,0.0,134.1853145766432
trinodb/trino,12665,4.102605194126567,14565.0,8.670442842430484,6.0,12.673969623516909,1.3461723309303124,1.0,0.9450211800393534,93.36065911431514,1.0,1379.8332886949104
opensearch-project/OpenSearch,12651,4.102124855734526,19565.0,7.495272169690774,5.0,10.064301578262343,1.7504727830309226,1.0,1.5521633969179285,39.58860209557884,1.0,451.0061978009045
greenrobot/greenDAO,12617,4.1009561030594925,364.0,5.019230769230769,4.0,4.693018489964622,2.101648351648352,1.0,1.7162639697155655,47.4532967032967,1.0,241.2834267571424
zhihu/Matisse,12564,4.099127927726467,76.0,6.657894736842105,5.0,7.38386101634991,1.394736842105263,1.0,0.6341177044980645,8.078947368421053,0.0,16.138370969334535
debezium/debezium,12554,4.098782124314692,3321.0,6.895814513700692,5.0,7.624468218109245,1.613670581150256,1.0,1.035708731735281,61.00542005420054,1.0,568.9879961208763
daimajia/AndroidViewAnimations,12473,4.095970922343715,82.0,3.3780487804878048,2.0,7.030164713491828,1.804878048780488,2.0,0.3987333150731603,2.292682926829268,0.0,12.889356126471698
LawnchairLauncher/lawnchair,12459,4.095483185829541,3507.0,10.962646136298831,5.0,15.863347079356904,1.5814086113487311,1.0,1.1826261592218132,193.05645851154836,1.0,2249.491621265084
pagehelper-org/Mybatis-PageHelper,12383,4.09282587292398,184.0,5.820652173913044,6.0,4.894002977738721,1.4565217391304348,1.0,0.8609696335570387,29.39130434782609,0.0,189.8227218125432
daimajia/AndroidSwipeLayout,12382,4.092790799676886,74.0,3.716216216216216,2.0,4.944958052844429,1.3243243243243243,1.0,0.599271432271895,58.9054054054054,0.0,480.28439545578254
redis/jedis,12299,4.089869801509551,1448.0,5.80524861878453,3.5,8.803980696009809,1.419889502762431,1.0,0.9611338552526458,460.7196132596685,1.0,13684.385580257736
amitshekhariitbhu/android-interview-questions,12293,4.089657881621529,1.0,0.0,0.0,,1.0,1.0,,0.0,0.0,
Team-xManager/xManager,12188,4.085932445550636,524.0,2.017175572519084,2.0,2.604175724542604,1.0209923664122138,1.0,0.2425528818943009,4.732824427480916,0.0,69.89903392351994
beemdevelopment/Aegis,12182,4.085718595165402,459.0,7.429193899782135,5.0,9.51629822365476,1.708061002178649,1.0,1.0268025733581352,22.823529411764707,1.0,143.31603628828512
Yalantis/uCrop,12118,4.083430948160511,77.0,6.337662337662338,3.0,8.658142485864769,1.3636363636363635,1.0,0.8415069644939762,28.90909090909091,1.0,81.54514116639255
PaperMC/Paper,12048,4.080914958856625,4247.0,6.9797504120555685,5.0,12.348052059705742,1.7120320226041912,1.0,1.3330127624599275,102.09795149517306,1.0,1611.0151351620475
grpc/grpc-java,11999,4.0791450533327485,5552.0,5.581952449567724,3.0,8.002011902882012,1.371577809798271,1.0,0.9345771837626284,14.152197406340058,0.0,129.78034211419657
Tencent/matrix,11999,4.0791450533327485,1393.0,5.524766690595836,3.0,6.90292893176879,1.3424264178033023,1.0,1.0127288299341335,12.894472361809044,0.0,65.66915448039812
Tencent/VasSonic,11879,4.074779882331932,111.0,4.198198198198198,2.0,4.900500567789562,1.279279279279279,1.0,0.5903954171288498,21.61261261261261,0.0,96.04252572983884
OpenRefine/OpenRefine,11788,4.071440127177888,1408.0,6.4524147727272725,5.0,6.340089826802213,1.6399147727272727,1.0,0.8347621538065001,13.142045454545457,1.0,59.22240489531209
datahub-project/datahub,11729,4.069260986284746,4102.0,11.376157971721112,9.0,13.003597013756618,1.21038517796197,1.0,0.5782866147360978,21.702827888834715,1.0,110.66261683155663
code4craft/webmagic,11696,4.068037359613785,344.0,4.531976744186046,4.0,3.8717216004073807,1.183139534883721,1.0,0.5851969076357877,11.465116279069768,1.0,76.64038133200606
frank-lam/fullstack-tutorial,11695,4.068000226145172,0.0,,,,,,,,,
jd-opensource/joyagent-jdgenie,11598,4.0643831044121965,252.0,4.976190476190476,4.0,5.63775588384291,1.119047619047619,1.0,0.4482305691736328,4.734126984126984,0.0,17.51120148140773
newbee-ltd/newbee-mall,11541,4.062243441026478,89.0,5.033707865168539,2.0,6.245815759738396,1.0674157303370786,1.0,0.4471564910375532,34.91011235955056,4.0,68.17551554117807
StarRocks/starrocks,11512,4.061150780928549,10961.0,7.238116960131375,3.0,16.771925715917675,1.4711248973633793,1.0,1.0125630119175817,135.06696469300246,0.0,3430.989840214337
realm/realm-java,11489,4.060282229438346,1912.0,4.450313807531381,2.0,6.901386562074415,1.2128661087866108,1.0,0.7242396159491898,51.74843096234309,0.0,656.6608536461566
careercup/CtCI-6th-Edition,11475,4.0597526942092985,609.0,2.1330049261083746,2.0,1.5603151044916028,1.0689655172413792,1.0,0.3322160646501237,4.482758620689655,1.0,16.69807687504354
gyf-dev/ImmersionBar,11469,4.05952555273869,142.0,6.352112676056338,5.0,7.113265185850683,2.105633802816901,2.0,1.0014722954558344,159.25352112676055,3.0,1752.519917984037
jhy/jsoup,11363,4.055493006677845,439.0,6.120728929384966,4.0,7.187730757342791,1.765375854214123,1.0,3.0680388456489736,228.8656036446469,1.0,1827.628990925599
langchain4j/langchain4j,11342,4.05468964294998,4273.0,6.243154692253686,4.0,7.0495564293670725,1.201029721507138,1.0,0.5965560235536543,20.237772057102735,1.0,92.3032176811082
ssssssss-team/spider-flow,11318,4.053769689599309,161.0,5.385093167701863,4.0,5.169697901958636,1.7329192546583851,1.0,3.4017601399407105,20.32919254658385,1.0,49.78513538164725
mission-peace/interview,11308,4.053385799817482,667.0,2.0149925037481258,2.0,1.2228124888250873,1.0374812593703149,1.0,0.3101461646015152,3.4092953523238383,1.0,13.557754469656205
apereo/cas,11308,4.053385799817482,9088.0,10.159110915492958,9.0,7.399076478916829,1.4976892605633805,1.0,1.0305102140451785,7.774647887323944,0.0,146.67350262646735
permissions-dispatcher/PermissionsDispatcher,11203,4.049334335972284,119.0,1.6218487394957983,0.0,3.28321771850358,1.226890756302521,1.0,0.5278189017545916,34.378151260504204,3.0,327.1933806362018
daniulive/SmarterStreaming,11165,4.047858727407457,171.0,3.760233918128655,2.0,6.9819808375237375,1.0526315789473684,1.0,0.2239526708070477,72.03508771929825,0.0,507.7142769283764
lingochamp/FileDownloader,11124,4.046260980192122,269.0,4.5278810408921935,2.0,5.449579229338785,1.687732342007435,1.0,2.503556810661841,42.01486988847584,1.0,232.44795550158608
H07000223/FlycoTabLayout,11112,4.045792232729559,33.0,6.454545454545454,3.0,8.867394308261126,1.5454545454545454,1.0,0.7111130839619098,223.0909090909091,1.0,720.4494414789095
apple/pkl,11105,4.045518562884493,1696.0,6.300707547169812,4.0,8.120211832646131,2.912146226415094,2.0,7.659490412886154,29.90625,0.0,223.98314318914908
jwtk/jjwt,11054,4.043519460245756,555.0,5.034234234234234,4.0,6.073608284904855,1.917117117117117,1.0,2.071025569287229,25.834234234234238,1.0,142.1453770341593
jfeinstein10/SlidingMenu,11025,4.0423785981398765,74.0,5.081081081081081,3.0,5.5683960376119055,1.945945945945946,1.0,1.5866902908979796,47.44594594594594,0.0,228.99142425121465
androidannotations/androidannotations,11008,4.041708420891436,962.0,5.843035343035343,4.0,6.293654893759782,1.6663201663201663,1.0,0.8762615542968812,26.124740124740125,1.0,213.28650014915175
asLody/VirtualApp,10950,4.039414119176137,1420.0,3.902112676056338,2.0,5.136021119512536,2.5880281690140845,2.0,11.271084586908144,15.611267605633802,0.0,114.80949511662648
square/javapoet,10861,4.035869813695553,99.0,4.515151515151516,2.0,5.920155190263927,1.1515151515151516,1.0,0.6121830519165026,129.2929292929293,0.0,749.2440578441721
clojure/clojure,10832,4.034708651341069,917.0,3.600872410032715,0.0,7.875943091936027,1.495092693565976,1.0,2.34269931578794,130.2071973827699,0.0,1974.7447142048568
TooTallNate/Java-WebSocket,10801,4.033463966077405,262.0,3.5916030534351147,2.0,4.160248632562913,1.816793893129771,1.0,1.3493380055207225,37.05725190839695,6.0,184.22930636217257
iflytek/astron-agent,10776,4.03245758271493,1461.0,6.3025325119780975,4.0,8.83371036357145,1.0643394934976045,1.0,0.2818141907177143,24.55852156057495,0.0,294.494856859533
alibaba/vlayout,10762,4.031892987710475,159.0,5.314465408805032,3.0,6.714935520751223,1.8553459119496856,1.0,1.491904220240838,72.54088050314465,0.0,368.42813122123175
zfile-dev/zfile,10714,4.02995164203684,435.0,7.006896551724138,4.0,8.001292998957881,1.4827586206896552,1.0,1.091040903294504,9.797701149425288,0.0,47.43742416376516
android-async-http/android-async-http,10622,4.026206297083118,154.0,5.662337662337662,4.0,6.150849645566304,1.7857142857142858,1.0,1.078393174775521,45.87662337662338,3.0,293.7046297138016
resilience4j/resilience4j,10605,4.0255106728525805,1747.0,7.155695477962221,6.0,6.395501122706109,1.447052089295936,1.0,0.9895942908085334,17.683457355466516,1.0,97.1005193316566
jeasonlzy/okhttp-OkGo,10587,4.024772913079632,361.0,5.659279778393352,5.0,5.142710972483931,1.623268698060942,1.0,1.0759550575810002,19.445983379501385,0.0,124.49892008317784
google/auto,10557,4.023540521554854,1147.0,4.108979947689625,3.0,8.609391433827021,1.7149084568439408,1.0,3.251496509447513,25.92676547515257,1.0,270.72189359592613
Activiti/Activiti,10521,4.0220570206011645,3421.0,5.739842151417714,4.0,8.551742401623864,1.4907921660333237,1.0,0.8137991104520386,89.61151710026309,1.0,1569.374027322168
lipangit/JiaoZiVideoPlayer,10504,4.021354713081423,69.0,7.27536231884058,6.0,6.446348847970898,2.1159420289855078,2.0,0.9782371883086128,56.63768115942029,4.0,213.1836388031864
signalapp/Signal-Server,10462,4.019614715691417,1230.0,9.12520325203252,5.0,13.458573956281024,1.4666666666666666,1.0,0.9278852187182488,15.66260162601626,0.0,103.71937078510268
tbruyelle/RxPermissions,10441,4.018742095762382,20.0,4.65,2.0,5.668704483946556,1.1,1.0,0.3077935056255462,10.1,0.0,33.52438232878148
awsdocs/aws-doc-sdk-examples,10387,4.016490131620828,1670.0,7.1263473053892215,5.0,6.573196691906232,1.040119760479042,1.0,0.3099237193765224,6.379041916167664,1.0,24.630584806073824
SonarSource/sonarqube,10375,4.01598810538413,8549.0,7.306117674581823,5.0,8.881030677880405,1.1613054158381098,1.0,0.4916904068573162,27.672710258509767,0.0,202.94171113707665
JingMatrix/LSPosed,10310,4.013258665283517,364.0,5.43956043956044,3.0,7.42374834404264,1.6785714285714286,1.0,1.3188533891610297,56.99175824175824,0.0,352.00170209672814
JessYanCoding/MVPArms,10275,4.011781830548107,149.0,6.644295302013423,5.0,5.93782404578428,1.2818791946308723,1.0,0.5704495253597208,32.1006711409396,3.0,147.0248988366423
ZCShou/GoGoGo,10132,4.005695181118511,48.0,7.708333333333333,4.0,13.429022767210933,1.4583333333333333,1.0,0.713347915274833,12.875,1.0,46.09824153197631
JakeWharton/ViewPagerIndicator,10086,4.003718963823115,66.0,6.015151515151516,6.0,5.225653950220892,2.712121212121212,3.0,1.2498018490963525,29.272727272727277,0.0,127.33970864817226
stanfordnlp/CoreNLP,10062,4.00268431298973,4305.0,6.017886178861788,4.0,8.031125885220181,1.6529616724738676,1.0,2.483941208296262,148.57862950058072,0.0,1831.55446614656
happydog-intj/JsBridge,9930,3.996949248495381,32.0,3.5,1.5,5.003224766539689,1.15625,1.0,0.3689020326284735,17.09375,0.0,51.74026907108608
xuchengsheng/spring-reading,9928,3.996861768490673,290.0,2.813793103448276,3.0,2.153250401761448,1.0241379310344827,1.0,0.1537426340290679,0.5413793103448276,0.0,3.204669737355475
wasabeef/glide-transformations,9910,3.9960736544852753,27.0,5.555555555555555,5.0,3.3550574147710583,2.1481481481481484,2.0,0.769800358919501,2.7777777777777777,0.0,4.534765987799433
googlesamples/easypermissions,9898,3.995547449475137,33.0,8.93939393939394,8.0,5.803767062969716,1.4848484848484849,1.0,0.6185270871803089,12.212121212121213,6.0,21.774063664939728
paascloud/paascloud-master,9887,3.9950645341561417,744.0,5.94489247311828,4.0,5.756936315037205,1.3158602150537635,1.0,0.5426281310841061,5.443548387096774,0.0,25.58367447756942
opendataloader-project/opendataloader-pdf,9860,3.993876914941211,149.0,7.5369127516778525,5.0,7.077298585573688,1.167785234899329,1.0,0.3749357524018847,52.46308724832215,2.0,224.08442917461403
hackware1993/MagicIndicator,9812,3.991757539534348,103.0,5.0,4.0,4.535264871094123,1.3398058252427183,1.0,0.5697160981706183,26.941747572815533,3.0,79.46164758002276
OpenFeign/feign,9786,3.990605211423919,1320.0,4.99469696969697,3.0,6.112228317925736,1.6727272727272726,1.0,3.1669035948284265,14.36590909090909,0.0,90.34080979833124
HarlonWang/AVLoadingIndicatorView,9779,3.990294446128439,92.0,3.565217391304348,2.0,2.3641291304893404,1.7826086956521738,1.0,1.0464601445871071,6.75,0.0,42.84462729342021
lihengming/spring-boot-api-project-seed,9714,3.9873980991370175,15.0,5.0,4.0,4.675162334843877,1.2666666666666666,1.0,0.7988086367179803,9.733333333333333,0.0,18.671853021007184
spinnaker/spinnaker,9709,3.9871745010875417,8398.0,6.643605620385806,5.0,6.905082256196978,1.5477494641581329,1.0,1.128324284901555,14.108359133126935,0.0,213.5704490670057
YoKeyword/Fragmentation,9706,3.987040286979267,284.0,5.232394366197183,3.0,5.164660416227816,1.7077464788732395,1.0,1.0972869815833148,15.116197183098592,0.0,102.26939353165253
apache/cassandra,9677,3.9857407410500745,13111.0,6.861185264281901,5.0,8.06472367170226,1.7832354511478912,1.0,1.9804528208091643,60.533902829685,1.0,1450.8193773349817
perwendel/spark,9666,3.9852467908028615,221.0,4.542986425339366,3.0,4.73422818369261,1.2986425339366516,1.0,0.781285632671563,47.11764705882353,0.0,408.4721139985428
koral--/android-gif-drawable,9661,3.985022082109535,64.0,6.125,4.0,6.363337449174254,1.65625,1.0,1.28753178416616,59.734375,0.0,286.65992473730404
react-native-camera/react-native-camera,9648,3.984437294796076,0.0,,,,,,,,,
AutoMQ/automq,9627,3.9834909718151663,9321.0,7.213281836712799,4.0,12.064846230309367,1.3391267031434395,1.0,0.8156871620196353,45.86621607123699,0.0,594.4553797521299
ksoichiro/Android-ObservableScrollView,9626,3.98344585734134,335.0,5.014925373134329,3.0,4.606336878748876,1.9671641791044776,2.0,1.1667022027281624,7.570149253731343,0.0,30.68499904098616
flyway/flyway,9623,3.983310485794116,749.0,5.9372496662216285,4.0,5.671258187642224,1.4138851802403205,1.0,0.6659153907625297,51.271028037383175,1.0,598.1030775868501
bilibili/DanmakuFlameMaster,9613,3.9828589423120753,172.0,5.162790697674419,3.0,6.120353284754513,1.6104651162790695,1.0,1.37415824907936,47.50581395348837,1.0,158.937609484635
seven332/EhViewer,9549,3.9799578933406656,601.0,7.144758735440932,4.0,10.200359960153092,1.821963394342762,1.0,1.5099393382929196,45.26289517470882,1.0,450.4538423681951
MyCATApache/Mycat-Server,9543,3.9796849238270258,1291.0,4.835011618900078,3.0,6.084664767209634,1.295120061967467,1.0,0.7220552365599997,78.48799380325329,0.0,882.9322274481729
liaohuqiu/android-Ultra-Pull-To-Refresh,9531,3.9791384695468097,161.0,4.049689440993789,2.0,4.365777768960569,1.4161490683229814,1.0,0.7546440072244339,19.142857142857142,0.0,138.95646157802707
crossoverJie/cim,9489,3.977220446635385,201.0,4.885572139303482,4.0,4.85817257783417,1.2835820895522387,1.0,0.7444320684102828,5.840796019900497,0.0,16.883261751308133
umano/AndroidSlidingUpPanel,9484,3.9769915453061504,17.0,4.941176470588236,2.0,6.637682090113367,1.3529411764705883,1.0,0.7859052479933758,132.0,0.0,373.94067042781
spring-projects/spring-security,9479,3.976762523267461,7167.0,7.624808148458211,5.0,8.426664060816739,1.267336402958002,1.0,0.766827545112049,10.48039626063904,0.0,50.44973705832433
Justson/AgentWeb,9411,3.9736357734174073,256.0,5.40625,3.0,7.345199846451676,1.48046875,1.0,0.9577390527368376,18.79296875,0.0,99.1625329969321
json-path/JsonPath,9394,3.9728505558472302,384.0,4.59375,3.0,4.966368616240239,1.4765625,1.0,1.0740094258135224,29.390625,0.0,121.21873940914648
pockethub/PocketHub,9381,3.972249135962596,212.0,6.575471698113208,5.0,5.341331486748215,1.481132075471698,1.0,0.7632697444891576,9.04245283018868,0.0,35.25174312012447
huanghaibin-dev/CalendarView,9370,3.971739590887778,176.0,6.568181818181818,4.0,7.124678165435893,2.159090909090909,1.0,1.4919698475418417,53.18181818181818,3.0,390.12795103891006
GcsSloop/AndroidNote,9340,3.9703468762300935,8.0,4.875,1.0,5.986592162013855,1.375,1.0,0.5175491695067657,8.125,3.0,12.744046228953906
android/testing-samples,9302,3.9685763351754977,86.0,5.5,5.5,3.547161251081838,1.3488372093023255,1.0,0.526194816538628,3.1511627906976742,0.0,6.805737098620572
apache/jmeter,9290,3.968015713993642,1710.0,5.436257309941521,4.0,5.87536595709356,1.8666666666666667,2.0,1.2394906369973968,62.187134502923975,3.0,381.8017708544508
apache/seatunnel,9206,3.9640709705579553,5251.0,6.908017520472291,5.0,7.248994313990348,1.3669777185298038,1.0,0.7152533931802229,32.010855075223766,1.0,393.0302143677436
cats-oss/android-gpuimage,9157,3.9617532141867824,153.0,2.9607843137254903,2.0,3.748477503111266,2.156862745098039,2.0,1.192728225202643,11.300653594771244,0.0,54.17601491135414
flowable/flowable-engine,9152,3.961516011448949,9156.0,6.582350371341197,4.0,9.445193356072132,1.6098733071210136,1.0,0.9350547639482584,151.5712101354303,1.0,2967.081226923576
didi/VirtualAPK,9067,3.957463615729931,163.0,4.895705521472393,3.0,6.16803137745269,1.6134969325153374,1.0,1.4286536585978775,17.57668711656442,1.0,66.27979373906392
HMCL-dev/HMCL,9013,3.9548693710664784,1594.0,6.526348808030113,4.0,7.739942681435295,1.6894604767879549,1.0,1.5027246516036712,35.16311166875784,1.0,333.0000024421466
alibaba/spring-ai-alibaba,8974,3.952986065197056,2395.0,6.212108559498956,4.0,6.859073375744034,1.2058455114822546,1.0,0.6170503320614099,13.626722338204592,1.0,63.25250841103749
KunMinX/Jetpack-MVVM-Best-Practice,8951,3.951871557128365,119.0,4.840336134453781,3.0,5.079008299834223,1.6218487394957983,1.0,1.0734989254899414,12.0,0.0,68.96781366720202
navasmdc/MaterialDesignLibrary,8944,3.951531790542348,82.0,4.536585365853658,3.0,4.494702291604369,1.8170731707317076,1.0,1.2285497701720602,6.7560975609756095,0.0,18.904934998539566
Freelander/Android_Data,8919,3.9503161639246,2.0,2.0,2.0,2.8284271247461903,1.0,1.0,0.0,3.0,3.0,4.242640687119285
LSPosed/LSPatch,8916,3.9501700598082,146.0,4.342465753424658,2.0,5.896156967175967,1.3493150684931507,1.0,0.8597711464018596,23.876712328767123,0.0,186.881223219122
java-native-access/jna,8908,3.9497802083620006,2384.0,4.864093959731544,3.0,6.607894871277734,2.534815436241611,2.0,4.961163072740414,44.58640939597316,0.0,513.4095127887018
frohoff/ysoserial,8827,3.945813126587338,120.0,5.458333333333333,3.0,5.655213751665874,1.3416666666666666,1.0,0.6673141113818136,8.891666666666667,1.0,57.45846813328815
karatelabs/karate,8817,3.945320840792275,565.0,5.539823008849558,4.0,6.015988446622482,1.2035398230088497,1.0,0.6037602624621278,149.56637168141592,3.0,487.5938112339573
PojavLauncherTeam/PojavLauncher,8809,3.944926609986216,402.0,6.189054726368159,3.0,8.149420039765328,1.4104477611940298,1.0,0.6906502761872096,124.73134328358208,1.0,1599.1227200494154
nathanmarz/storm,8789,3.943939464472217,851.0,4.421856639247944,3.0,5.168633164012454,1.2937720329024678,1.0,0.9334042638292198,33.070505287896594,1.0,133.1412596573885
apache/shenyu,8783,3.943642882752129,3679.0,5.983419407447676,4.0,6.009463005812681,1.2193530850774668,1.0,0.5453800377981708,18.145419951073663,1.0,67.23468834692997
laobie/StatusBarUtil,8771,3.943049111008407,33.0,4.151515151515151,3.0,3.5277578938435896,1.5454545454545454,1.0,0.8325754129097365,22.545454545454547,0.0,124.49299450900112
cabaletta/baritone,8760,3.942504106168081,473.0,6.143763213530655,4.0,7.416801828789967,1.3742071881606766,1.0,0.765746184903316,22.167019027484145,1.0,128.1924021180599
Blankj/awesome-java-leetcode,8737,3.941362335711761,72.0,1.6805555555555556,2.0,0.5522397134356254,1.0,1.0,0.0,1.1666666666666667,1.0,0.6920066758613097
apache/iceberg,8669,3.9379690029514527,4856.0,8.746293245469522,6.0,8.595371940812688,1.6630971993410215,1.0,1.644065382551874,37.03583196046129,1.0,177.74832632366133
chrisbanes/Android-PullToRefresh,8665,3.937768567049936,82.0,6.024390243902439,4.5,5.847814004904143,2.109756097560976,2.0,1.360882951951775,55.84146341463415,1.0,370.8636057394005
ybq/Android-SpinKit,8653,3.937166703715033,71.0,4.816901408450704,5.0,3.534765537405071,3.1690140845070425,2.0,2.4668424901536303,21.52112676056338,1.0,134.5702003899748
amitshekhariitbhu/Android-Debug-Database,8646,3.9368152311976328,61.0,4.147540983606557,4.0,3.8027887379911536,1.278688524590164,1.0,0.520613341517599,8.80327868852459,0.0,22.79825992784767
react-native-image-picker/react-native-image-picker,8637,3.936362919597745,11.0,6.181818181818182,4.0,6.431456783935998,1.5454545454545454,2.0,0.5222329678670935,66.18181818181819,1.0,211.2400616274376
shwenzhang/AndResGuard,8635,3.9362623419034777,66.0,3.5303030303030303,2.0,4.558068744105411,1.5,1.0,0.8638019716079873,22.37878787878788,1.5,44.337088191235445
testcontainers/testcontainers-java,8614,3.935204867426581,923.0,5.098591549295775,4.0,4.420916092702253,1.4637053087757312,1.0,0.7969125127491253,21.77139761646804,1.0,163.51989392823285
dropwizard/dropwizard,8602,3.934599438218073,1380.0,5.931884057971015,4.0,5.848188026369267,1.5094202898550724,1.0,1.003575022309659,18.87536231884058,0.0,215.0210650629976
airbnb/epoxy,8571,3.9330314951024055,625.0,7.4304,5.0,6.523530191073401,1.76,2.0,1.0206207261596576,147.3424,1.0,330.2472818809317
google/tsunami-security-scanner,8556,3.9322707758994895,298.0,6.228187919463087,5.0,6.110785084455658,1.5268456375838926,1.0,0.939742129002052,15.120805369127517,1.0,53.539992636069805
junit-team/junit4,8553,3.9321184720291225,1471.0,3.64174031271244,3.0,3.972541565932427,1.3970088375254928,1.0,0.8713687875219213,12.961250849762068,0.0,130.53931769190586
chrisjenx/Calligraphy,8545,3.931712067056756,25.0,5.72,5.0,5.062278801751901,1.44,1.0,0.5830951894845301,11.36,3.0,26.94420160257119
aeron-io/aeron,8536,3.931254406416413,1345.0,7.848327137546469,4.0,10.0405079380879,1.2921933085501858,1.0,0.8956608484583568,117.30557620817844,0.0,1284.9394890931967
apache/beam,8528,3.930847191682497,16591.0,7.575613284310771,5.0,8.339029613606991,1.5272738231571334,1.0,1.3842611526803226,20.43818937978422,0.0,175.33399289209314
wildfirechat/im-server,8464,3.927575654691111,1031.0,6.3278370514064015,3.0,8.177235217513815,1.510184287099903,1.0,2.4879599521067144,112.32007759456836,1.0,462.5630330958043
DImuthuUpe/AndroidPdfViewer,8463,3.9275243408750287,57.0,4.859649122807017,1.0,8.111804882152631,1.2456140350877194,1.0,0.6059438256138094,76.7719298245614,0.0,440.47344729214205
hs-web/hsweb-framework,8403,3.924434363543231,858.0,6.1491841491841495,4.0,6.163742406509009,1.332167832167832,1.0,1.0463762929089722,11.529137529137529,0.0,41.11548143896319
roughike/BottomBar,8386,3.923554858067549,66.0,4.909090909090909,2.0,6.833688659816213,1.2878787878787878,1.0,0.6267167564170378,61.66666666666666,0.0,332.0319416206975
spring-projects/spring-ai,8326,3.9204364065507584,4001.0,6.996000999750063,5.0,7.814344758455375,1.20319920019995,1.0,0.9085426586348934,28.0769807548113,1.0,349.7590607439382
pentaho/pentaho-kettle,8323,3.920279894632949,11355.0,6.063232056362836,2.0,9.22963935804336,1.2827829150154118,1.0,0.6173311657265811,81.87970057243506,0.0,1226.7828239772011
bytedeco/javacv,8306,3.91939192677386,223.0,6.125560538116592,4.0,6.770525783983759,2.1300448430493275,1.0,1.923337821693948,134.847533632287,1.0,709.5326428318077
alibaba/transmittable-thread-local,8270,3.9175055095525466,155.0,5.587096774193548,5.0,3.7325996246726505,1.4322580645161291,1.0,1.0931864234186586,12.35483870967742,1.0,38.26085143340228
aritraroy/UltimateAndroidReference,8261,3.9170326221623935,1.0,1.0,1.0,,1.0,1.0,,0.0,0.0,
apache/shardingsphere-elasticjob,8222,3.914977472444331,596.0,5.459731543624161,4.0,5.12270174860112,1.1543624161073829,1.0,0.5017593546177506,3.192953020134228,0.0,12.56517866814854
krahets/LeetCode-Book,8195,3.9135489579065177,493.0,1.2981744421906694,1.0,0.9230212377190626,1.002028397565923,1.0,0.0450377349111045,0.0730223123732251,0.0,0.4757774911088813
alibaba/atlas,8170,3.912222056532416,2194.0,5.551504102096628,4.0,6.624054881400259,1.4270738377392889,1.0,0.9016456085863396,29.88422971741112,1.0,157.48839315413363
alibaba/otter,8133,3.910250772300148,1296.0,4.439814814814815,3.0,4.996161117460677,1.376543209876543,1.0,0.7509309093144969,32.454475308641975,1.0,252.5434559708513
apache/tomcat,8129,3.910037123553051,4735.0,4.567687434002112,3.0,5.881308353986284,1.8359028511087645,1.0,1.6748529319763543,183.17043294614567,0.0,4468.449904366956
florent37/MaterialViewPager,8106,3.908806599405674,44.0,4.545454545454546,3.0,4.843862313708442,1.2954545454545454,1.0,0.5531955983003285,9.386363636363637,0.0,26.482302918452795
guolindev/LitePal,8084,3.907626304843266,201.0,5.009950248756219,3.0,5.162354162348069,1.6517412935323383,1.0,0.9581802819596732,49.44776119402985,0.0,248.8698625938116
LaurieWired/GhidraMCP,8064,3.90655051910145,3.0,16.333333333333332,4.0,24.90649179096352,1.6666666666666667,2.0,0.5773502691896257,459.0,3.0,792.4146641752662
junixapp/XPopup,8024,3.9043909200123617,305.0,4.704918032786885,3.0,6.320768457338521,1.5770491803278688,1.0,1.127467096413191,22.901639344262296,0.0,135.87793294636697
davemorrissey/subsampling-scale-image-view,8010,3.9036325160842376,72.0,5.625,3.5,6.619300631114319,1.5833333333333333,1.0,0.8841324226862571,79.72222222222223,0.0,641.0191757853813
Graylog2/graylog2-server,7989,3.902492421158604,7837.0,8.224575730509123,6.0,9.058250793715407,1.3331632002041598,1.0,0.7156379552787827,18.289779252264896,1.0,102.75872296002144
gunnarmorling/1brc,7986,3.902329305858319,600.0,3.1666666666666665,3.0,2.475028315830446,1.09,1.0,0.3814128904328141,7.58,1.0,23.526923446939044
Netflix/SimianArmy,7983,3.902166129271051,305.0,5.845901639344262,4.0,7.313415344656096,1.4229508196721312,1.0,0.7746802062241196,25.16065573770492,3.0,112.00547930483329
JakeWharton/hugo,7913,3.898341165727509,7.0,5.714285714285714,7.0,4.231401884099631,1.1428571428571428,1.0,0.3779644730092272,27.714285714285715,6.0,43.52284567026948
jeecgboot/jimureport,7893,3.897242102805365,12.0,6.166666666666667,5.0,4.063883796954769,1.0,1.0,0.0,2.5,1.0,4.0787698680317375
