nameWithOwner,classes_n,total_loc,total_comment_lines,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
Snailclimb/JavaGuide,3.0,300.0,,2.3333333333333335,0.0,4.041451884327381,1.0,1.0,0.0,14.333333333333334,0.0,24.826061575153908
krahets/hello-algo,215.0,7707.0,,1.8744186046511628,2.0,1.512578571876796,1.0,1.0,0.0,4.706976744186046,1.0,10.457868194443543
GrowingGit/GitHub-Chinese-Top-Charts,1.0,5.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,
iluwatar/java-design-patterns,1990.0,37943.0,,3.369849246231156,3.0,2.616975844659318,1.1959798994974875,1.0,0.5294579407361238,1.8276381909547739,0.0,6.352470883406998
macrozheng/mall,760.0,100903.0,,3.8776315789473683,3.0,4.801956635796629,1.2394736842105263,1.0,0.43921085880212773,1110.803947368421,13.0,8155.555246123951
spring-projects/spring-boot,13914.0,408646.0,,5.4922380336351875,4.0,6.406640418424513,1.2889895069713957,1.0,0.7727931899853586,12.508911887307747,0.0,102.35908208765879
doocs/advanced-java,1.0,5.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,
MisterBooo/LeetCodeAnimation,4.0,96.0,,0.75,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0
TheAlgorithms/Java,1760.0,72333.0,,2.077272727272727,2.0,1.472794968548184,1.0386363636363636,1.0,0.26050714442853573,11.180681818181819,1.0,37.1598007533759
kdn251/interviews,257.0,5621.0,,1.3891050583657587,1.0,1.294654717125719,1.0155642023346303,1.0,0.12402342253994364,0.2918287937743191,0.0,0.9293664686623517
spring-projects/spring-framework,18747.0,771129.0,,5.267936203125833,3.0,6.851642864759697,1.4626873633114632,1.0,1.3892227000636552,29.497519603136503,0.0,273.52616926802546
termux/termux-app,321.0,24563.0,,5.912772585669782,4.0,7.18713208458326,1.4299065420560748,1.0,0.7041681643885341,60.82554517133956,0.0,236.3712402565189
google/guava,6040.0,255249.0,,4.323675496688741,2.0,5.914473147739304,1.8390728476821192,1.0,2.370877386267901,52.32069536423841,0.0,464.453049482455
