nameWithOwner,classes_n,total_loc,total_comment_lines,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std
codecentric/spring-boot-admin,459.0,13881.0,,7.727668845315904,6.0,6.075392165835861,1.2745098039215685,1.0,0.646474761504076,7.2636165577342044,0.0,27.787917263514323
Netflix/conductor,664.0,47052.0,,7.414156626506024,5.0,8.145278446863523,1.2545180722891567,1.0,0.5627802747804417,78.67469879518072,0.0,646.6732802777989
apache/zookeeper,1763.0,123786.0,,5.615995462280204,3.0,7.072553660638622,1.946114577424844,1.0,2.93612291215976,37.05955757231991,0.0,389.32947010465585
google/guice,3886.0,84793.0,,3.453679876479671,2.0,5.324989347552595,1.3041688111168297,1.0,1.2504282370966662,8.462171899125064,0.0,77.8651474932725
microg/GmsCore,1970.0,58038.0,,5.965482233502538,5.0,4.968445519943957,1.713705583756345,2.0,0.8799239166861021,14.025380710659899,0.0,67.55998681669234
facebook/stetho,588.0,19241.0,,4.379251700680272,3.0,5.372405181003453,1.4234693877551021,1.0,1.2488878339904,7.496598639455782,0.0,31.24805937953342
Netflix/eureka,747.0,33579.0,,5.676037483266399,4.0,6.223022320185003,1.2610441767068272,1.0,0.6751986953531979,18.613119143239626,0.0,134.1853145766432
trinodb/trino,14565.0,893436.0,,8.670442842430484,6.0,12.673969623516909,1.3461723309303124,1.0,0.9450211800393534,93.36065911431514,1.0,1379.8332886949104
opensearch-project/OpenSearch,19565.0,1329756.0,,7.495272169690774,5.0,10.064301578262343,1.7504727830309226,1.0,1.5521633969179283,39.58860209557884,1.0,451.0061978009045
greenrobot/greenDAO,364.0,18545.0,,5.019230769230769,4.0,4.693018489964622,2.1016483516483517,1.0,1.7162639697155655,47.4532967032967,1.0,241.28342675714242
zhihu/Matisse,76.0,3418.0,,6.657894736842105,5.0,7.38386101634991,1.394736842105263,1.0,0.6341177044980645,8.078947368421053,0.0,16.138370969334535
debezium/debezium,3321.0,216725.0,,6.895814513700692,5.0,7.624468218109245,1.6136705811502559,1.0,1.035708731735281,61.00542005420054,1.0,568.9879961208763
daimajia/AndroidViewAnimations,82.0,965.0,,3.3780487804878048,2.0,7.030164713491828,1.8048780487804879,2.0,0.3987333150731603,2.292682926829268,0.0,12.889356126471698
LawnchairLauncher/lawnchair,3507.0,283628.0,,10.962646136298831,5.0,15.863347079356904,1.5814086113487311,1.0,1.1826261592218132,193.05645851154833,1.0,2249.491621265084
pagehelper-org/Mybatis-PageHelper,184.0,7474.0,,5.820652173913044,6.0,4.894002977738721,1.4565217391304348,1.0,0.8609696335570387,29.391304347826086,0.0,189.82272181254322
daimajia/AndroidSwipeLayout,74.0,2770.0,,3.7162162162162162,2.0,4.944958052844429,1.3243243243243243,1.0,0.599271432271895,58.9054054054054,0.0,480.28439545578254
redis/jedis,1448.0,126429.0,,5.80524861878453,3.5,8.803980696009809,1.419889502762431,1.0,0.9611338552526458,460.7196132596685,1.0,13684.385580257736
amitshekhariitbhu/android-interview-questions,1.0,5.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,
Team-xManager/xManager,524.0,21822.0,,2.017175572519084,2.0,2.6041757245426034,1.0209923664122138,1.0,0.24255288189430096,4.732824427480916,0.0,69.89903392351994
beemdevelopment/Aegis,459.0,24222.0,,7.429193899782135,5.0,9.516298223654761,1.7080610021786493,1.0,1.0268025733581352,22.823529411764707,1.0,143.31603628828512
Yalantis/uCrop,77.0,4707.0,,6.337662337662338,3.0,8.658142485864769,1.3636363636363635,1.0,0.8415069644939762,28.90909090909091,1.0,81.54514116639255
PaperMC/Paper,4247.0,162664.0,,6.9797504120555685,5.0,12.348052059705742,1.7120320226041912,1.0,1.3330127624599275,102.09795149517306,1.0,1611.0151351620475
grpc/grpc-java,5552.0,262000.0,,5.581952449567724,3.0,8.002011902882012,1.371577809798271,1.0,0.9345771837626284,14.152197406340058,0.0,129.78034211419657
Tencent/matrix,1393.0,79032.0,,5.524766690595836,3.0,6.90292893176879,1.3424264178033023,1.0,1.0127288299341335,12.894472361809045,0.0,65.66915448039812
Tencent/VasSonic,111.0,7421.0,,4.198198198198198,2.0,4.900500567789562,1.2792792792792793,1.0,0.5903954171288498,21.61261261261261,0.0,96.04252572983883
OpenRefine/OpenRefine,1408.0,73864.0,,6.4524147727272725,5.0,6.340089826802213,1.6399147727272727,1.0,0.8347621538065001,13.142045454545455,1.0,59.22240489531209
datahub-project/datahub,4102.0,267074.0,,11.376157971721112,9.0,13.003597013756618,1.2103851779619699,1.0,0.5782866147360978,21.702827888834715,1.0,110.66261683155665
code4craft/webmagic,344.0,8794.0,,4.531976744186046,4.0,3.8717216004073807,1.183139534883721,1.0,0.5851969076357877,11.465116279069768,1.0,76.64038133200606
frank-lam/fullstack-tutorial,0.0,0.0,,,,,,,,,,
jd-opensource/joyagent-jdgenie,252.0,9182.0,,4.976190476190476,4.0,5.63775588384291,1.119047619047619,1.0,0.44823056917363285,4.734126984126984,0.0,17.51120148140773
newbee-ltd/newbee-mall,89.0,3935.0,,5.033707865168539,2.0,6.245815759738396,1.0674157303370786,1.0,0.4471564910375532,34.91011235955056,4.0,68.17551554117807
StarRocks/starrocks,10961.0,866672.0,,7.238116960131375,3.0,16.771925715917675,1.4711248973633793,1.0,1.0125630119175817,135.06696469300246,0.0,3430.989840214337
realm/realm-java,1912.0,110167.0,,4.450313807531381,2.0,6.901386562074415,1.2128661087866108,1.0,0.7242396159491898,51.74843096234309,0.0,656.6608536461566
careercup/CtCI-6th-Edition,609.0,21093.0,,2.1330049261083746,2.0,1.5603151044916028,1.0689655172413792,1.0,0.33221606465012377,4.482758620689655,1.0,16.69807687504354
gyf-dev/ImmersionBar,142.0,7237.0,,6.352112676056338,5.0,7.113265185850683,2.1056338028169015,2.0,1.0014722954558344,159.25352112676057,3.0,1752.519917984037
jhy/jsoup,439.0,39504.0,,6.120728929384966,4.0,7.187730757342791,1.765375854214123,1.0,3.0680388456489736,228.86560364464694,1.0,1827.628990925599
langchain4j/langchain4j,4273.0,180183.0,,6.243154692253686,4.0,7.0495564293670725,1.201029721507138,1.0,0.5965560235536543,20.237772057102738,1.0,92.30321768110821
ssssssss-team/spider-flow,161.0,8748.0,,5.385093167701863,4.0,5.169697901958636,1.7329192546583851,1.0,3.4017601399407105,20.32919254658385,1.0,49.785135381647244
mission-peace/interview,667.0,27259.0,,2.0149925037481258,2.0,1.2228124888250873,1.0374812593703149,1.0,0.31014616460151523,3.4092953523238383,1.0,13.557754469656205
apereo/cas,9088.0,231029.0,,10.159110915492958,9.0,7.399076478916829,1.4976892605633803,1.0,1.0305102140451785,7.774647887323944,0.0,146.67350262646735
permissions-dispatcher/PermissionsDispatcher,119.0,3184.0,,1.6218487394957983,0.0,3.28321771850358,1.226890756302521,1.0,0.5278189017545916,34.378151260504204,3.0,327.1933806362018
daniulive/SmarterStreaming,171.0,10283.0,,3.760233918128655,2.0,6.9819808375237375,1.0526315789473684,1.0,0.22395267080704778,72.03508771929825,0.0,507.7142769283764
lingochamp/FileDownloader,269.0,14387.0,,4.5278810408921935,2.0,5.449579229338785,1.687732342007435,1.0,2.503556810661841,42.014869888475836,1.0,232.44795550158608
H07000223/FlycoTabLayout,33.0,2730.0,,6.454545454545454,3.0,8.867394308261126,1.5454545454545454,1.0,0.7111130839619098,223.0909090909091,1.0,720.4494414789095
apple/pkl,1696.0,68277.0,,6.300707547169812,4.0,8.120211832646131,2.912146226415094,2.0,7.659490412886154,29.90625,0.0,223.98314318914908
jwtk/jjwt,555.0,16052.0,,5.034234234234234,4.0,6.0736082849048545,1.917117117117117,1.0,2.0710255692872295,25.834234234234234,1.0,142.1453770341593
jfeinstein10/SlidingMenu,74.0,3085.0,,5.081081081081081,3.0,5.5683960376119055,1.945945945945946,1.0,1.5866902908979796,47.445945945945944,0.0,228.99142425121462
androidannotations/androidannotations,962.0,28796.0,,5.843035343035343,4.0,6.293654893759782,1.6663201663201663,1.0,0.8762615542968812,26.124740124740125,1.0,213.28650014915178
asLody/VirtualApp,1420.0,46624.0,,3.902112676056338,2.0,5.136021119512536,2.5880281690140845,2.0,11.271084586908144,15.611267605633802,0.0,114.80949511662648
square/javapoet,99.0,7543.0,,4.515151515151516,2.0,5.920155190263927,1.1515151515151516,1.0,0.6121830519165026,129.2929292929293,0.0,749.2440578441721
clojure/clojure,917.0,46848.0,,3.600872410032715,0.0,7.875943091936027,1.495092693565976,1.0,2.34269931578794,130.2071973827699,0.0,1974.7447142048568
TooTallNate/Java-WebSocket,262.0,13166.0,,3.5916030534351147,2.0,4.160248632562913,1.816793893129771,1.0,1.3493380055207223,37.05725190839695,6.0,184.22930636217257
iflytek/astron-agent,1461.0,73357.0,,6.3025325119780975,4.0,8.83371036357145,1.0643394934976045,1.0,0.2818141907177143,24.55852156057495,0.0,294.494856859533
alibaba/vlayout,159.0,14042.0,,5.314465408805032,3.0,6.714935520751223,1.8553459119496856,1.0,1.491904220240838,72.54088050314465,0.0,368.42813122123175
zfile-dev/zfile,435.0,13242.0,,7.006896551724138,4.0,8.001292998957881,1.4827586206896552,1.0,1.091040903294504,9.797701149425288,0.0,47.43742416376516
android-async-http/android-async-http,154.0,7620.0,,5.662337662337662,4.0,6.1508496455663035,1.7857142857142858,1.0,1.0783931747755213,45.87662337662338,3.0,293.7046297138016
resilience4j/resilience4j,1747.0,65725.0,,7.155695477962221,6.0,6.395501122706109,1.447052089295936,1.0,0.9895942908085334,17.683457355466516,1.0,97.10051933165661
jeasonlzy/okhttp-OkGo,361.0,13418.0,,5.659279778393352,5.0,5.142710972483931,1.6232686980609419,1.0,1.0759550575810002,19.445983379501385,0.0,124.49892008317784
google/auto,1147.0,32353.0,,4.108979947689625,3.0,8.609391433827021,1.7149084568439408,1.0,3.251496509447513,25.92676547515257,1.0,270.72189359592613
Activiti/Activiti,3421.0,157292.0,,5.739842151417714,4.0,8.551742401623864,1.4907921660333237,1.0,0.8137991104520386,89.61151710026309,1.0,1569.3740273221679
lipangit/JiaoZiVideoPlayer,69.0,4511.0,,7.27536231884058,6.0,6.446348847970898,2.1159420289855073,2.0,0.9782371883086127,56.63768115942029,4.0,213.1836388031864
signalapp/Signal-Server,1230.0,59340.0,,9.12520325203252,5.0,13.458573956281025,1.4666666666666666,1.0,0.9278852187182487,15.66260162601626,0.0,103.71937078510267
tbruyelle/RxPermissions,20.0,876.0,,4.65,2.0,5.668704483946556,1.1,1.0,0.3077935056255462,10.1,0.0,33.52438232878148
awsdocs/aws-doc-sdk-examples,1670.0,83301.0,,7.1263473053892215,5.0,6.573196691906232,1.040119760479042,1.0,0.3099237193765224,6.379041916167664,1.0,24.630584806073824
SonarSource/sonarqube,8549.0,418538.0,,7.306117674581823,5.0,8.881030677880405,1.1613054158381098,1.0,0.49169040685731624,27.672710258509767,0.0,202.94171113707662
JingMatrix/LSPosed,364.0,20296.0,,5.43956043956044,3.0,7.42374834404264,1.6785714285714286,1.0,1.3188533891610297,56.99175824175824,0.0,352.00170209672814
JessYanCoding/MVPArms,149.0,5986.0,,6.644295302013423,5.0,5.93782404578428,1.2818791946308725,1.0,0.5704495253597208,32.100671140939596,3.0,147.0248988366423
ZCShou/GoGoGo,48.0,3813.0,,7.708333333333333,4.0,13.429022767210931,1.4583333333333333,1.0,0.713347915274833,12.875,1.0,46.098241531976306
JakeWharton/ViewPagerIndicator,66.0,2947.0,,6.015151515151516,6.0,5.225653950220892,2.712121212121212,3.0,1.2498018490963525,29.272727272727273,0.0,127.33970864817226
stanfordnlp/CoreNLP,4305.0,557599.0,,6.017886178861788,4.0,8.031125885220181,1.6529616724738676,1.0,2.483941208296262,148.57862950058072,0.0,1831.5544661465601
happydog-intj/JsBridge,32.0,1160.0,,3.5,1.5,5.003224766539689,1.15625,1.0,0.36890203262847354,17.09375,0.0,51.74026907108608
xuchengsheng/spring-reading,290.0,3084.0,,2.8137931034482757,3.0,2.153250401761448,1.0241379310344827,1.0,0.15374263402906796,0.5413793103448276,0.0,3.204669737355475
wasabeef/glide-transformations,27.0,991.0,,5.555555555555555,5.0,3.3550574147710583,2.1481481481481484,2.0,0.769800358919501,2.7777777777777777,0.0,4.534765987799433
googlesamples/easypermissions,33.0,1705.0,,8.93939393939394,8.0,5.803767062969716,1.4848484848484849,1.0,0.6185270871803089,12.212121212121213,6.0,21.774063664939728
paascloud/paascloud-master,744.0,16491.0,,5.94489247311828,4.0,5.756936315037205,1.3158602150537635,1.0,0.5426281310841061,5.443548387096774,0.0,25.58367447756942
opendataloader-project/opendataloader-pdf,149.0,15199.0,,7.5369127516778525,5.0,7.077298585573688,1.167785234899329,1.0,0.37493575240188476,52.46308724832215,2.0,224.08442917461403
hackware1993/MagicIndicator,103.0,4533.0,,5.0,4.0,4.535264871094123,1.3398058252427185,1.0,0.5697160981706183,26.941747572815533,3.0,79.46164758002276
OpenFeign/feign,1320.0,39941.0,,4.99469696969697,3.0,6.112228317925736,1.6727272727272726,1.0,3.1669035948284265,14.36590909090909,0.0,90.34080979833125
HarlonWang/AVLoadingIndicatorView,92.0,2161.0,,3.5652173913043477,2.0,2.3641291304893404,1.7826086956521738,1.0,1.0464601445871071,6.75,0.0,42.84462729342021
lihengming/spring-boot-api-project-seed,15.0,484.0,,5.0,4.0,4.675162334843877,1.2666666666666666,1.0,0.7988086367179803,9.733333333333333,0.0,18.671853021007184
spinnaker/spinnaker,8398.0,244237.0,,6.643605620385806,5.0,6.905082256196978,1.5477494641581329,1.0,1.128324284901555,14.108359133126935,0.0,213.57044906700574
YoKeyword/Fragmentation,284.0,8981.0,,5.232394366197183,3.0,5.164660416227816,1.7077464788732395,1.0,1.0972869815833148,15.116197183098592,0.0,102.26939353165251
apache/cassandra,13111.0,780539.0,,6.861185264281901,5.0,8.06472367170226,1.7832354511478912,1.0,1.9804528208091645,60.533902829685,1.0,1450.8193773349817
perwendel/spark,221.0,9588.0,,4.542986425339366,3.0,4.73422818369261,1.2986425339366516,1.0,0.781285632671563,47.11764705882353,0.0,408.4721139985428
koral--/android-gif-drawable,64.0,2949.0,,6.125,4.0,6.363337449174254,1.65625,1.0,1.28753178416616,59.734375,0.0,286.65992473730404
react-native-camera/react-native-camera,0.0,0.0,,,,,,,,,,
AutoMQ/automq,9321.0,676034.0,,7.213281836712799,4.0,12.064846230309369,1.3391267031434395,1.0,0.8156871620196353,45.86621607123699,0.0,594.4553797521299
ksoichiro/Android-ObservableScrollView,335.0,12621.0,,5.014925373134329,3.0,4.606336878748876,1.9671641791044776,2.0,1.1667022027281624,7.570149253731343,0.0,30.684999040986156
flyway/flyway,749.0,31727.0,,5.9372496662216285,4.0,5.6712581876422234,1.4138851802403205,1.0,0.6659153907625297,51.271028037383175,1.0,598.1030775868501
bilibili/DanmakuFlameMaster,172.0,12879.0,,5.162790697674419,3.0,6.120353284754513,1.6104651162790697,1.0,1.37415824907936,47.50581395348837,1.0,158.937609484635
seven332/EhViewer,601.0,44372.0,,7.144758735440932,4.0,10.200359960153092,1.821963394342762,1.0,1.5099393382929196,45.26289517470882,1.0,450.45384236819507
MyCATApache/Mycat-Server,1291.0,92943.0,,4.835011618900078,3.0,6.084664767209634,1.295120061967467,1.0,0.7220552365599997,78.48799380325329,0.0,882.9322274481729
liaohuqiu/android-Ultra-Pull-To-Refresh,161.0,5476.0,,4.049689440993789,2.0,4.365777768960569,1.4161490683229814,1.0,0.7546440072244339,19.142857142857142,0.0,138.95646157802707
crossoverJie/cim,201.0,5634.0,,4.885572139303482,4.0,4.85817257783417,1.2835820895522387,1.0,0.7444320684102828,5.840796019900497,0.0,16.883261751308133
umano/AndroidSlidingUpPanel,17.0,2011.0,,4.9411764705882355,2.0,6.637682090113367,1.3529411764705883,1.0,0.7859052479933758,132.0,0.0,373.94067042781
spring-projects/spring-security,7167.0,288221.0,,7.624808148458211,5.0,8.426664060816739,1.2673364029580019,1.0,0.766827545112049,10.48039626063904,0.0,50.44973705832433
Justson/AgentWeb,256.0,11320.0,,5.40625,3.0,7.345199846451676,1.48046875,1.0,0.9577390527368376,18.79296875,0.0,99.1625329969321
json-path/JsonPath,384.0,17152.0,,4.59375,3.0,4.9663686162402385,1.4765625,1.0,1.0740094258135224,29.390625,0.0,121.21873940914647
pockethub/PocketHub,212.0,6980.0,,6.5754716981132075,5.0,5.341331486748215,1.4811320754716981,1.0,0.7632697444891576,9.04245283018868,0.0,35.25174312012447
huanghaibin-dev/CalendarView,176.0,11557.0,,6.568181818181818,4.0,7.124678165435893,2.159090909090909,1.0,1.4919698475418415,53.18181818181818,3.0,390.12795103891006
GcsSloop/AndroidNote,8.0,402.0,,4.875,1.0,5.986592162013855,1.375,1.0,0.5175491695067657,8.125,3.0,12.744046228953906
android/testing-samples,86.0,1849.0,,5.5,5.5,3.547161251081838,1.3488372093023255,1.0,0.526194816538628,3.1511627906976742,0.0,6.805737098620572
apache/jmeter,1710.0,126976.0,,5.436257309941521,4.0,5.8753659570935595,1.8666666666666667,2.0,1.2394906369973968,62.187134502923975,3.0,381.8017708544508
apache/seatunnel,5251.0,299356.0,,6.908017520472291,5.0,7.248994313990348,1.3669777185298038,1.0,0.7152533931802229,32.010855075223766,1.0,393.03021436774355
cats-oss/android-gpuimage,153.0,6341.0,,2.9607843137254903,2.0,3.748477503111266,2.156862745098039,2.0,1.192728225202643,11.300653594771243,0.0,54.17601491135414
flowable/flowable-engine,9156.0,534388.0,,6.582350371341197,4.0,9.445193356072133,1.6098733071210136,1.0,0.9350547639482585,151.5712101354303,1.0,2967.081226923576
didi/VirtualAPK,163.0,7981.0,,4.895705521472393,3.0,6.16803137745269,1.6134969325153374,1.0,1.4286536585978775,17.57668711656442,1.0,66.27979373906392
HMCL-dev/HMCL,1594.0,97134.0,,6.526348808030113,4.0,7.739942681435295,1.6894604767879549,1.0,1.5027246516036712,35.16311166875784,1.0,333.0000024421466
alibaba/spring-ai-alibaba,2395.0,115040.0,,6.212108559498956,4.0,6.859073375744034,1.2058455114822546,1.0,0.6170503320614099,13.626722338204592,1.0,63.25250841103749
KunMinX/Jetpack-MVVM-Best-Practice,119.0,3691.0,,4.840336134453781,3.0,5.079008299834223,1.6218487394957983,1.0,1.0734989254899414,12.0,0.0,68.96781366720202
navasmdc/MaterialDesignLibrary,82.0,2927.0,,4.536585365853658,3.0,4.494702291604369,1.8170731707317074,1.0,1.2285497701720602,6.7560975609756095,0.0,18.904934998539566
Freelander/Android_Data,2.0,116.0,,2.0,2.0,2.8284271247461903,1.0,1.0,0.0,3.0,3.0,4.242640687119285
LSPosed/LSPatch,146.0,7008.0,,4.342465753424658,2.0,5.896156967175967,1.3493150684931507,1.0,0.8597711464018596,23.876712328767123,0.0,186.881223219122
java-native-access/jna,2384.0,107353.0,,4.864093959731544,3.0,6.607894871277734,2.534815436241611,2.0,4.961163072740414,44.586409395973156,0.0,513.4095127887018
frohoff/ysoserial,120.0,3851.0,,5.458333333333333,3.0,5.655213751665874,1.3416666666666666,1.0,0.6673141113818136,8.891666666666667,1.0,57.45846813328815
karatelabs/karate,565.0,64463.0,,5.539823008849558,4.0,6.015988446622482,1.2035398230088497,1.0,0.6037602624621278,149.56637168141592,3.0,487.59381123395724
PojavLauncherTeam/PojavLauncher,402.0,27149.0,,6.189054726368159,3.0,8.149420039765328,1.4104477611940298,1.0,0.6906502761872096,124.73134328358209,1.0,1599.1227200494154
nathanmarz/storm,851.0,60552.0,,4.4218566392479435,3.0,5.168633164012454,1.2937720329024678,1.0,0.9334042638292198,33.070505287896594,1.0,133.1412596573885
apache/shenyu,3679.0,148799.0,,5.983419407447676,4.0,6.009463005812681,1.2193530850774668,1.0,0.5453800377981708,18.145419951073663,1.0,67.23468834692997
laobie/StatusBarUtil,33.0,1036.0,,4.151515151515151,3.0,3.5277578938435896,1.5454545454545454,1.0,0.8325754129097365,22.545454545454547,0.0,124.49299450900112
cabaletta/baritone,473.0,22328.0,,6.143763213530655,4.0,7.416801828789967,1.3742071881606766,1.0,0.765746184903316,22.167019027484145,1.0,128.1924021180599
Blankj/awesome-java-leetcode,72.0,1772.0,,1.6805555555555556,2.0,0.5522397134356254,1.0,1.0,0.0,1.1666666666666667,1.0,0.6920066758613097
apache/iceberg,4856.0,336797.0,,8.746293245469522,6.0,8.595371940812688,1.6630971993410215,1.0,1.644065382551874,37.03583196046129,1.0,177.74832632366133
chrisbanes/Android-PullToRefresh,82.0,3567.0,,6.024390243902439,4.5,5.847814004904143,2.1097560975609757,2.0,1.3608829519517753,55.84146341463415,1.0,370.86360573940044
ybq/Android-SpinKit,71.0,1812.0,,4.816901408450704,5.0,3.534765537405071,3.1690140845070425,2.0,2.4668424901536303,21.52112676056338,1.0,134.57020038997481
amitshekhariitbhu/Android-Debug-Database,61.0,2393.0,,4.147540983606557,4.0,3.8027887379911536,1.278688524590164,1.0,0.520613341517599,8.80327868852459,0.0,22.79825992784767
react-native-image-picker/react-native-image-picker,11.0,818.0,,6.181818181818182,4.0,6.431456783935998,1.5454545454545454,2.0,0.5222329678670935,66.18181818181819,1.0,211.2400616274376
shwenzhang/AndResGuard,66.0,6506.0,,3.5303030303030303,2.0,4.558068744105411,1.5,1.0,0.8638019716079873,22.37878787878788,1.5,44.337088191235445
testcontainers/testcontainers-java,923.0,32488.0,,5.098591549295775,4.0,4.420916092702253,1.4637053087757312,1.0,0.7969125127491253,21.77139761646804,1.0,163.51989392823285
dropwizard/dropwizard,1380.0,39839.0,,5.931884057971015,4.0,5.848188026369267,1.5094202898550724,1.0,1.0035750223096587,18.87536231884058,0.0,215.02106506299756
airbnb/epoxy,625.0,46404.0,,7.4304,5.0,6.523530191073401,1.76,2.0,1.0206207261596576,147.3424,1.0,330.2472818809317
google/tsunami-security-scanner,298.0,9082.0,,6.228187919463087,5.0,6.110785084455658,1.5268456375838926,1.0,0.939742129002052,15.120805369127517,1.0,53.539992636069805
junit-team/junit4,1471.0,32946.0,,3.6417403127124404,3.0,3.972541565932427,1.3970088375254928,1.0,0.8713687875219213,12.961250849762067,0.0,130.53931769190586
chrisjenx/Calligraphy,25.0,968.0,,5.72,5.0,5.062278801751901,1.44,1.0,0.5830951894845301,11.36,3.0,26.94420160257119
aeron-io/aeron,1345.0,127066.0,,7.848327137546469,4.0,10.0405079380879,1.2921933085501858,1.0,0.8956608484583568,117.30557620817844,0.0,1284.9394890931967
apache/beam,16591.0,756620.0,,7.575613284310771,5.0,8.339029613606991,1.5272738231571334,1.0,1.3842611526803226,20.43818937978422,0.0,175.33399289209314
wildfirechat/im-server,1031.0,161078.0,,6.3278370514064015,3.0,8.177235217513815,1.510184287099903,1.0,2.4879599521067144,112.32007759456837,1.0,462.5630330958043
DImuthuUpe/AndroidPdfViewer,57.0,3325.0,,4.859649122807017,1.0,8.111804882152631,1.2456140350877194,1.0,0.6059438256138094,76.7719298245614,0.0,440.47344729214205
hs-web/hsweb-framework,858.0,26119.0,,6.1491841491841495,4.0,6.163742406509009,1.332167832167832,1.0,1.0463762929089722,11.529137529137529,0.0,41.11548143896319
roughike/BottomBar,66.0,2834.0,,4.909090909090909,2.0,6.833688659816213,1.2878787878787878,1.0,0.6267167564170378,61.666666666666664,0.0,332.0319416206975
spring-projects/spring-ai,4001.0,185007.0,,6.996000999750063,5.0,7.814344758455375,1.20319920019995,1.0,0.9085426586348934,28.0769807548113,1.0,349.7590607439382
pentaho/pentaho-kettle,11355.0,792437.0,,6.0632320563628355,2.0,9.229639358043359,1.2827829150154118,1.0,0.6173311657265811,81.87970057243506,0.0,1226.7828239772011
bytedeco/javacv,223.0,26976.0,,6.125560538116592,4.0,6.770525783983759,2.1300448430493275,1.0,1.923337821693948,134.847533632287,1.0,709.5326428318077
alibaba/transmittable-thread-local,155.0,6932.0,,5.587096774193548,5.0,3.7325996246726505,1.4322580645161291,1.0,1.0931864234186586,12.35483870967742,1.0,38.26085143340228
aritraroy/UltimateAndroidReference,1.0,22.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,
apache/shardingsphere-elasticjob,596.0,15593.0,,5.459731543624161,4.0,5.12270174860112,1.1543624161073827,1.0,0.5017593546177506,3.192953020134228,0.0,12.565178668148539
krahets/LeetCode-Book,493.0,5715.0,,1.2981744421906694,1.0,0.9230212377190626,1.002028397565923,1.0,0.0450377349111045,0.07302231237322515,0.0,0.4757774911088813
alibaba/atlas,2194.0,157514.0,,5.551504102096628,4.0,6.624054881400259,1.4270738377392889,1.0,0.9016456085863396,29.88422971741112,1.0,157.48839315413363
alibaba/otter,1296.0,68163.0,,4.439814814814815,3.0,4.996161117460677,1.376543209876543,1.0,0.7509309093144969,32.454475308641975,1.0,252.54345597085134
apache/tomcat,4735.0,360121.0,,4.567687434002112,3.0,5.881308353986284,1.8359028511087645,1.0,1.6748529319763543,183.17043294614572,0.0,4468.449904366956
florent37/MaterialViewPager,44.0,1616.0,,4.545454545454546,3.0,4.843862313708442,1.2954545454545454,1.0,0.5531955983003285,9.386363636363637,0.0,26.482302918452795
guolindev/LitePal,201.0,11830.0,,5.009950248756219,3.0,5.162354162348069,1.6517412935323383,1.0,0.9581802819596731,49.44776119402985,0.0,248.8698625938116
LaurieWired/GhidraMCP,3.0,1219.0,,16.333333333333332,4.0,24.90649179096352,1.6666666666666667,2.0,0.5773502691896257,459.0,3.0,792.4146641752662
junixapp/XPopup,305.0,12348.0,,4.704918032786885,3.0,6.320768457338521,1.5770491803278688,1.0,1.127467096413191,22.901639344262296,0.0,135.87793294636697
davemorrissey/subsampling-scale-image-view,72.0,4262.0,,5.625,3.5,6.619300631114319,1.5833333333333333,1.0,0.8841324226862571,79.72222222222223,0.0,641.0191757853813
Graylog2/graylog2-server,7837.0,269752.0,,8.224575730509123,6.0,9.058250793715409,1.3331632002041598,1.0,0.7156379552787827,18.289779252264896,1.0,102.75872296002144
gunnarmorling/1brc,600.0,53431.0,,3.1666666666666665,3.0,2.475028315830446,1.09,1.0,0.3814128904328141,7.58,1.0,23.526923446939044
Netflix/SimianArmy,305.0,16056.0,,5.845901639344262,4.0,7.3134153446560966,1.4229508196721312,1.0,0.7746802062241196,25.160655737704918,3.0,112.00547930483329
JakeWharton/hugo,7.0,384.0,,5.714285714285714,7.0,4.231401884099631,1.1428571428571428,1.0,0.37796447300922725,27.714285714285715,6.0,43.52284567026948
jeecgboot/jimureport,12.0,350.0,,6.166666666666667,5.0,4.063883796954769,1.0,1.0,0.0,2.5,1.0,4.0787698680317375
exadel-inc/CompreFace,333.0,7766.0,,7.861861861861862,6.0,7.347576775702061,1.6396396396396395,1.0,1.3042524941683828,3.894894894894895,0.0,16.049745833790674
dropwizard/metrics,732.0,30088.0,,5.251366120218579,4.0,4.605021442009548,1.366120218579235,1.0,0.805147411897205,9.140710382513662,0.0,38.19763758229201
HannahMitt/HomeMirror,66.0,1719.0,,2.727272727272727,2.0,4.944446627030415,1.0757575757575757,1.0,0.26663752754548836,5.348484848484849,0.0,35.40338637616134
lecho/hellocharts-android,153.0,10995.0,,6.30718954248366,3.0,6.50028445303867,1.522875816993464,1.0,0.82784570867515,40.294117647058826,1.0,150.07445004821955
ChrisRM/material-theme-jetbrains,357.0,14517.0,,4.3277310924369745,3.0,4.930601378123921,2.2549019607843137,2.0,1.4493353005412588,84.42296918767506,1.0,634.4224196460794
AntennaPod/AntennaPod,858.0,55108.0,,7.601398601398602,5.0,9.17213057974282,1.4965034965034965,1.0,0.8115915695206848,20.848484848484848,1.0,102.20614480650396
Tencent/Shadow,666.0,21817.0,,4.2357357357357355,3.0,4.088492835802119,1.7492492492492493,1.0,1.003096427590363,17.423423423423422,0.0,95.35332470986502
PowerJob/PowerJob,755.0,24684.0,,5.748344370860927,4.0,6.155175673655393,1.180132450331126,1.0,0.5296287508560859,5.137748344370861,0.0,27.936686521655794
