metric,pearson,pearson_pvalue,spearman,spearman_pvalue,n
cbo,0.007497647502147702,0.8165328030207769,0.021159219462370316,0.5125877769345508,960
dit,0.08699929113533414,0.006992990278471409,0.09586327392630418,0.002947172847223074,960
lcom,0.015118099140682113,0.6399035751544471,0.08252408031108172,0.01052918634800302,960
